product_id,item_name,price,gender,category,product_link,model_image_link,image_link
E468671-000,Houndstooth Blazer | Wool Like,79.9,men,outerwear,https://www.uniqlo.com/us/en/products/E468671-000,,
E481006-002,Jersey Jacket | Tweed Patterned,79.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E481006-002,,
E481006-000,Jersey Jacket | Herringbone,79.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E481006-000,,
E481006-001,Jersey Jacket | Tweed Patterned,79.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E481006-001,,
E478270-000,Vest,79.9,men,outerwear,https://www.uniqlo.com/us/en/products/E478270-000,,
E450195-000,Full-Zip Jacket,79.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E450195-000,,
E469956-000,Full-Zip Jacket | Color Block,79.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E469956-000,,
E480408-000,Jacket,79.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E480408-000,,
E470077-000,Down Parka,79.9,men,outerwear,https://www.uniqlo.com/us/en/products/E470077-000,,
E481200-000,Warm Down Coat,79.9,men,outerwear,https://www.uniqlo.com/us/en/products/E481200-000,,
E478280-000,Down Coat,179.9,men,outerwear,https://www.uniqlo.com/us/en/products/E478280-000,,
E478278-000,Down Coat,179.9,men,outerwear,https://www.uniqlo.com/us/en/products/E478278-000,,
E478284-000,Coat,159.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E478284-000,,
E481241-000,Coat | Checked,159.9,men,outerwear,https://www.uniqlo.com/us/en/products/E481241-000,,
E479417-000,Single Breasted Coat,159.9,men,outerwear,https://www.uniqlo.com/us/en/products/E479417-000,,
E479813-000,Half Coat,159.9,men,outerwear,https://www.uniqlo.com/us/en/products/E479813-000,,
E479212-000,Soft Down Jacket,89.9,women,outerwear,https://www.uniqlo.com/us/en/products/E479212-000,,
